page,clicks,impressions,ctr_pct,position
https://9takes.com/enneagram-corner/enneagram-and-mental-illness,101,4283,2.36,8.3
https://9takes.com/enneagram-corner/enneagram-and-adhd-which-types-struggle-most,73,1602,4.56,5.5
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type,32,1544,2.07,9.4
https://9takes.com/enneagram-corner/mental-health/enneagram-neurodivergence-guide,32,1755,1.82,7.1
https://9takes.com/enneagram-corner/enneagram-compatibility-matrix,29,3799,0.76,11.5
https://9takes.com/,24,115,20.87,6.4
https://9takes.com/personality-analysis/jordi-hays,24,942,2.55,8.5
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types,22,2680,0.82,7.4
https://9takes.com/enneagram-corner/astrology-and-the-enneagram,21,3236,0.65,8.5
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type,17,336,5.06,6.2
https://9takes.com/enneagram-corner/mental-health/enneagram-addiction-recovery-guide,17,1112,1.53,8.3
https://9takes.com/enneagram-corner/toxic-traits-of-each-enneagram-type,12,961,1.25,10.8
https://9takes.com/pop-culture/kardashian-family-enneagram-analysis,12,809,1.48,9.7
https://9takes.com/enneagram-corner/enneagram-types-and-career-choices,10,1178,0.85,20.9
https://9takes.com/personality-analysis/tina-fey,9,476,1.89,8.2
https://9takes.com/enneagram-corner/toxic-traits-relationships-warning-signs,8,819,0.98,9.4
https://9takes.com/personality-analysis/kara-swisher,8,1246,0.64,9.6
https://9takes.com/enneagram-corner/enneagram-instinctual-subtypes,7,2806,0.25,14.5
https://9takes.com/personality-analysis/bob-dylan,7,663,1.06,7.7
https://9takes.com/personality-analysis/marilyn-monroe,7,618,1.13,12.0
https://9takes.com/personality-analysis/ryan-gosling,7,1151,0.61,8.4
https://9takes.com/enneagram-corner/enneagram-test-comparison-2025,6,2766,0.22,14.4
https://9takes.com/enneagram-corner/how-each-enneagram-type-manipulates,6,726,0.83,7.9
https://9takes.com/personality-analysis/ishowspeed,6,2960,0.20,7.6
https://9takes.com/personality-analysis/type/9,6,1285,0.47,52.6
https://9takes.com/enneagram-corner/enneagram-strengths-and-weaknesses,5,544,0.92,10.5
https://9takes.com/enneagram-corner/enneagram-type-7,5,235,2.13,15.8
https://9takes.com/enneagram-corner/enneagram-types-in-stress,5,1028,0.49,12.2
https://9takes.com/enneagram-corner/enneagram-wings-complete-guide,5,3080,0.16,14.9
https://9takes.com/enneagram-corner/how-each-enneagram-type-self-sabotages-success,5,283,1.77,7.8
https://9takes.com/personality-analysis/clavicular,5,622,0.80,9.7
https://9takes.com/personality-analysis/emma-myers,5,192,2.60,5.1
https://9takes.com/personality-analysis/sabrina-carpenter,5,2623,0.19,5.9
https://9takes.com/personality-analysis/sky-bri,5,377,1.33,7.9
https://9takes.com/personality-analysis/timothee-chalamet,5,1159,0.43,8.3
https://9takes.com/personality-analysis/zendaya,5,1150,0.43,9.5
https://9takes.com/enneagram-corner/enneagram-mental-health-flags,4,245,1.63,9.2
https://9takes.com/enneagram-corner/enneagram-type-1,4,148,2.70,16.7
https://9takes.com/enneagram-corner/enneagram-type-5,4,483,0.83,16.4
https://9takes.com/personality-analysis/callum-turner,4,359,1.11,8.0
https://9takes.com/personality-analysis/meghan-markle,4,600,0.67,8.8
https://9takes.com/personality-analysis/shawn-ryan,4,447,0.89,8.8
https://9takes.com/personality-analysis/type/2,4,920,0.43,39.1
https://9takes.com/personality-analysis/type/3,4,282,1.42,19.8
https://9takes.com/pop-culture/ghislaine-maxwell-psychology,4,109,3.67,12.3
https://9takes.com/enneagram-corner/enneagram-crisis-management-guide,3,139,2.16,10.5
https://9takes.com/enneagram-corner/enneagram-parenting-styles,3,203,1.48,31.5
https://9takes.com/enneagram-corner/enneagram-types-being-ghosted,3,204,1.47,8.2
https://9takes.com/enneagram-corner/how-to-apologize-like-a-pro,3,299,1.00,7.3
https://9takes.com/enneagram-corner/mental-health/enneagram-science-mental-health,3,1610,0.19,11.3
https://9takes.com/enneagram-corner/mental-health/enneagram-therapy-guide,3,91,3.30,10.4
https://9takes.com/personality-analysis/agatha-christie,3,484,0.62,10.5
https://9takes.com/personality-analysis/benson-boone,3,330,0.91,10.3
https://9takes.com/personality-analysis/blake-lively,3,98,3.06,14.4
https://9takes.com/personality-analysis/brad-pitt,3,515,0.58,9.3
https://9takes.com/personality-analysis/cillian-murphy,3,451,0.67,11.5
https://9takes.com/personality-analysis/jack-black,3,772,0.39,9.0
https://9takes.com/personality-analysis/john-f-kennedy,3,353,0.85,14.1
https://9takes.com/personality-analysis/kylie-jenner,3,231,1.30,12.5
https://9takes.com/personality-analysis/margot-robbie,3,549,0.55,8.4
https://9takes.com/personality-analysis/prince-harry,3,153,1.96,8.0
https://9takes.com/personality-analysis/rooney-mara,3,91,3.30,9.6
https://9takes.com/personality-analysis/sam-altman,3,859,0.35,8.3
https://9takes.com/personality-analysis/steve-carell,3,156,1.92,12.9
https://9takes.com/personality-analysis/type/4,3,384,0.78,15.2
https://9takes.com/personality-analysis/type/6,3,814,0.37,62.5
https://9takes.com/personality-analysis/type/7,3,265,1.13,15.9
https://9takes.com/enneagram-corner,2,425,0.47,29.6
https://9takes.com/enneagram-corner/enneagram-and-religion,2,571,0.35,27.6
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes,2,90,2.22,24.8
https://9takes.com/enneagram-corner/enneagram-type-4,2,359,0.56,26.3
https://9takes.com/enneagram-corner/enneagram-type-6,2,500,0.40,17.0
https://9takes.com/enneagram-corner/enneagram-type-8,2,548,0.36,12.0
https://9takes.com/enneagram-corner/enneagram-type-9,2,824,0.24,35.4
https://9takes.com/enneagram-corner/enneagram-types-at-party,2,117,1.71,8.2
https://9takes.com/enneagram-corner/enneagram-types-on-a-first-date,2,181,1.10,10.6
https://9takes.com/enneagram-corner/first-impression-cheat-sheet,2,92,2.17,8.4
https://9takes.com/enneagram-corner/mental-health/enneagram-medication-mental-health,2,253,0.79,10.7
https://9takes.com/enneagram-corner/neurodiversity-vs-personality,2,92,2.17,12.7
https://9takes.com/enneagram-corner/why-the-next-thing-wont-fix-it-type-7,2,25,8.00,6.3
https://9takes.com/enneagram-corner/why-you-cant-stop-overthinking-enneagram,2,232,0.86,11.7
https://9takes.com/personality-analysis,2,259,0.77,12.3
https://9takes.com/personality-analysis/anna-kendrick,2,53,3.77,8.6
https://9takes.com/personality-analysis/anna-wintour,2,124,1.61,10.1
https://9takes.com/personality-analysis/bernard-arnault,2,94,2.13,9.1
https://9takes.com/personality-analysis/chappell-roan,2,373,0.54,8.1
https://9takes.com/personality-analysis/druski,2,252,0.79,8.9
https://9takes.com/personality-analysis/dua-lipa,2,755,0.26,8.1
https://9takes.com/personality-analysis/emma-watson,2,1208,0.17,10.0
https://9takes.com/personality-analysis/friedrich-nietzsche,2,549,0.36,8.6
https://9takes.com/personality-analysis/hasan-piker,2,569,0.35,9.1
https://9takes.com/personality-analysis/jason-calacanis,2,155,1.29,12.1
https://9takes.com/personality-analysis/john-mcafee,2,151,1.32,10.3
https://9takes.com/personality-analysis/lana-del-rey,2,272,0.74,13.8
https://9takes.com/personality-analysis/larry-page,2,165,1.21,15.9
https://9takes.com/personality-analysis/leila-hormozi,2,65,3.08,8.7
https://9takes.com/personality-analysis/lex-fridman,2,419,0.48,8.2
https://9takes.com/personality-analysis/michael-b-jordan,2,58,3.45,16.3
https://9takes.com/personality-analysis/mindy-kaling,2,25,8.00,9.1
https://9takes.com/personality-analysis/naomi-osaka,2,107,1.87,10.3
https://9takes.com/personality-analysis/ronald-reagan,2,195,1.03,15.0
https://9takes.com/personality-analysis/sam-bankman-fried,2,94,2.13,10.3
https://9takes.com/personality-analysis/sara-saffari,2,48,4.17,7.5
https://9takes.com/personality-analysis/trevor-noah,2,187,1.07,11.1
https://9takes.com/personality-analysis/type/8,2,382,0.52,18.0
https://9takes.com/personality-analysis/zayn-malik,2,288,0.69,6.9
https://9takes.com/blog,1,58,1.72,4.2
https://9takes.com/enneagram-corner/beginners-guide-to-determining-your-enneagram-type,1,85,1.18,34.5
https://9takes.com/enneagram-corner/enneagram-dating-guide-for-men,1,139,0.72,10.4
https://9takes.com/enneagram-corner/enneagram-leadership,1,281,0.36,42.3
https://9takes.com/enneagram-corner/enneagram-object-relations,1,209,0.48,9.6
https://9takes.com/enneagram-corner/enneagram-party-planner,1,24,4.17,32.1
https://9takes.com/enneagram-corner/enneagram-therapy-resistance-guide,1,49,2.04,12.0
https://9takes.com/enneagram-corner/enneagram-tldr,1,568,0.18,41.2
https://9takes.com/enneagram-corner/enneagram-type-2,1,206,0.49,23.1
https://9takes.com/enneagram-corner/enneagram-type-3,1,761,0.13,29.5
https://9takes.com/enneagram-corner/enneagram-vs-personality-frameworks-comparison,1,1631,0.06,8.6
https://9takes.com/enneagram-corner/how-each-enneagram-flexes,1,90,1.11,10.1
https://9takes.com/enneagram-corner/how-each-enneagram-type-unwinds,1,62,1.61,13.8
https://9takes.com/enneagram-corner/love-languages-and-enneagram-types,1,570,0.18,10.3
https://9takes.com/enneagram-corner/mental-health/enneagram-anxiety-complete-guide,1,448,0.22,12.4
https://9takes.com/enneagram-corner/mental-health/enneagram-crisis-management-guide,1,124,0.81,8.4
https://9takes.com/enneagram-corner/relationship-communication-guide,1,805,0.12,35.9
https://9takes.com/enneagram-corner/toxic-traits-relationships-warning-signs#when-survival-strategies-become-toxic-patterns,1,96,1.04,8.8
https://9takes.com/enneagram-corner/why-dating-apps-are-harder-for-certain-personality-types,1,213,0.47,17.0
https://9takes.com/how-to-guides/dating-dynamics-by-enneagram-type,1,311,0.32,26.3
https://9takes.com/personality-analysis/David-Friedberg,1,106,0.94,5.6
https://9takes.com/personality-analysis/Howard-Stern,1,28,3.57,8.9
https://9takes.com/personality-analysis/Taylor-Lorenz,1,17,5.88,8.6
https://9takes.com/personality-analysis/adam-neumann,1,118,0.85,12.9
https://9takes.com/personality-analysis/alex-karp,1,324,0.31,8.5
https://9takes.com/personality-analysis/alexandria-ocasio-cortez,1,91,1.10,10.1
https://9takes.com/personality-analysis/andrew-tate,1,228,0.44,10.5
https://9takes.com/personality-analysis/arnold-schwarzenegger,1,93,1.08,10.5
https://9takes.com/personality-analysis/ashby,1,31,3.23,9.3
https://9takes.com/personality-analysis/asmongold,1,446,0.22,8.3
https://9takes.com/personality-analysis/aubrey-plaza,1,335,0.30,9.2
https://9takes.com/personality-analysis/ben-horowitz,1,163,0.61,8.4
https://9takes.com/personality-analysis/bob-dylan#decoding-dylan-the-man-beneath-the-myth,1,102,0.98,8.3
https://9takes.com/personality-analysis/brian-chesky,1,75,1.33,6.6
https://9takes.com/personality-analysis/casey-neistat,1,407,0.25,11.2
https://9takes.com/personality-analysis/dalton-caldwell,1,106,0.94,9.5
https://9takes.com/personality-analysis/dario-amodei,1,653,0.15,7.0
https://9takes.com/personality-analysis/dave-portnoy,1,45,2.22,7.5
https://9takes.com/personality-analysis/david-goggins,1,150,0.67,7.1
https://9takes.com/personality-analysis/dr-phil,1,14,7.14,6.8
https://9takes.com/personality-analysis/drake,1,316,0.32,8.3
https://9takes.com/personality-analysis/elon-musk,1,920,0.11,10.4
https://9takes.com/personality-analysis/garry-tan,1,151,0.66,7.1
https://9takes.com/personality-analysis/george-w-bush,1,102,0.98,7.3
https://9takes.com/personality-analysis/grimes,1,357,0.28,11.9
https://9takes.com/personality-analysis/hailey-bieber,1,256,0.39,10.3
https://9takes.com/personality-analysis/halsey,1,72,1.39,7.7
https://9takes.com/personality-analysis/henry-cavill,1,446,0.22,11.0
https://9takes.com/personality-analysis/jack-dorsey,1,191,0.52,10.4
https://9takes.com/personality-analysis/jackie-kennedy,1,179,0.56,11.7
https://9takes.com/personality-analysis/jennifer-lopez,1,371,0.27,10.2
https://9takes.com/personality-analysis/jimmy-fallon,1,176,0.57,6.8
https://9takes.com/personality-analysis/joaquin-phoenix,1,280,0.36,8.3
https://9takes.com/personality-analysis/john-travolta,1,47,2.13,8.5
https://9takes.com/personality-analysis/jon-bernthal,1,63,1.59,7.1
https://9takes.com/personality-analysis/justin-bieber,1,234,0.43,11.9
https://9takes.com/personality-analysis/kai-cenat,1,598,0.17,7.7
https://9takes.com/personality-analysis/kim-kardashian,1,173,0.58,10.8
https://9takes.com/personality-analysis/kourtney-kardashian,1,278,0.36,8.4
https://9takes.com/personality-analysis/lili-reinhart,1,26,3.85,10.4
https://9takes.com/personality-analysis/lionel-messi,1,39,2.56,9.1
https://9takes.com/personality-analysis/madison-beer,1,414,0.24,9.8
https://9takes.com/personality-analysis/marc-andreessen,1,49,2.04,7.2
https://9takes.com/personality-analysis/marcello-hernandez,1,33,3.03,11.9
https://9takes.com/personality-analysis/meryl-streep,1,21,4.76,3.8
https://9takes.com/personality-analysis/michael-seibel,1,129,0.78,8.2
https://9takes.com/personality-analysis/mr-beast,1,347,0.29,8.2
https://9takes.com/personality-analysis/nikola-tesla,1,323,0.31,10.8
https://9takes.com/personality-analysis/peter-thiel,1,272,0.37,7.8
https://9takes.com/personality-analysis/ray-dalio,1,57,1.75,12.1
https://9takes.com/personality-analysis/rihanna,1,31,3.23,13.0
https://9takes.com/personality-analysis/robert-de-niro,1,61,1.64,9.6
https://9takes.com/personality-analysis/ryan-grim,1,27,3.70,6.4
https://9takes.com/personality-analysis/saagar-enjeti,1,7,14.29,17.0
https://9takes.com/personality-analysis/sam-parr,1,60,1.67,8.0
https://9takes.com/personality-analysis/sean-evans,1,27,3.70,8.7
https://9takes.com/personality-analysis/selena-gomez,1,457,0.22,10.2
https://9takes.com/personality-analysis/sergey-brin,1,67,1.49,11.8
https://9takes.com/personality-analysis/shaan-puri,1,83,1.20,7.0
https://9takes.com/personality-analysis/stephen-colbert,1,38,2.63,8.0
https://9takes.com/personality-analysis/sundar-pichai,1,63,1.59,7.7
https://9takes.com/personality-analysis/sydney-sweeney,1,1308,0.08,7.3
https://9takes.com/personality-analysis/tara-yummy,1,203,0.49,8.2
https://9takes.com/personality-analysis/trisha-paytas,1,80,1.25,8.9
https://9takes.com/personality-analysis/tyler-cowen,1,57,1.75,7.0
https://9takes.com/personality-analysis/type/1,1,812,0.12,54.9
https://9takes.com/personality-analysis/type/5,1,828,0.12,54.0
https://9takes.com/personality-analysis/winston-churchill,1,199,0.50,13.7
https://9takes.com/personality-analysis/xqc,1,170,0.59,7.7
https://9takes.com/personality-analysis/zara-larsson,1,87,1.15,8.2
https://9takes.com/personality-analysis/zoe-kravitz,1,87,1.15,10.6
https://9takes.com/personality-analysis/zohran-mamdani,1,47,2.13,7.7
https://9takes.com/pop-culture/cancel-culture-enneagram-type,1,74,1.35,9.5
https://9takes.com/pop-culture/epstein-psychology-part-1,1,411,0.24,10.7
https://9takes.com/pop-culture/hollywood-heartthrobs-enneagram-analysis,1,89,1.12,10.3
https://9takes.com/pop-culture/tech-titans-ai-wars,1,851,0.12,8.7
https://9takes.com/pop-culture/tech-titans-enneagram-analysis,1,214,0.47,7.7
https://9takes.com/pop-culture/tech-titans-leadership-styles,1,229,0.44,7.8
https://9takes.com/pop-culture/twitter-x-personality-types-toxic,1,259,0.39,7.7
https://9takes.com/about,0,60,0.00,3.5
https://9takes.com/community,0,27,0.00,7.3
https://9takes.com/community/consensus-on-human-nature,0,26,0.00,7.2
https://9takes.com/community/how-minds-change-on-9takes,0,2,0.00,17.0
https://9takes.com/community/kantian-filters-and-nine-perspectives,0,5,0.00,7.6
https://9takes.com/community/personality-frameworks-map-not-territory,0,9,0.00,6.2
https://9takes.com/community/societal-ticking-time-bombs,0,27,0.00,9.2
https://9takes.com/community/software-and-hardware-of-the-mind,0,15,0.00,9.7
https://9takes.com/community/why-im-selective-sharing-enneagram,0,13,0.00,8.9
https://9takes.com/corpus-stats,0,256,0.00,9.3
https://9takes.com/enneagram-corner/anxiety-and-enneagram-types-guide,0,36,0.00,25.0
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#enneagram-subtypes-and-astrological-elements,0,146,0.00,8.2
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#enneagram-types-and-astrological-houses,0,166,0.00,8.1
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#enneagram-types-and-zodiac-signs-the-complete-correlation-chart,0,281,0.00,7.3
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#enneagram-vs-astrology-whats-the-difference,0,164,0.00,6.9
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#enneagram-wings-and-planetary-aspects,0,266,0.00,7.6
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#how-to-read-your-birth-chart-and-enneagram-type-together,0,214,0.00,7.9
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#what-enneagram-type-is-your-zodiac-sign,0,381,0.00,7.1
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#when-your-type-and-sign-seem-to-contradict,0,68,0.00,8.4
https://9takes.com/enneagram-corner/astrology-and-the-enneagram#why-each-enneagram-type-matches-its-zodiac-sign,0,374,0.00,7.0
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#the-enneagram-attachment-healing-matrix,0,79,0.00,7.7
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#the-missing-piece-what-is-the-enneagram,0,115,0.00,7.3
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#the-three-centers-a-quick-lens-before-we-dive-in,0,37,0.00,7.4
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#two-kinds-of-avoidant-the-distinction-most-articles-skip,0,106,0.00,6.8
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-1-the-perfectionists-attachment-dilemma,0,92,0.00,7.6
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-2-the-helpers-anxious-attachment-trap,0,175,0.00,7.2
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-3-the-achievers-performance-based-attachment,0,96,0.00,7.0
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-4-the-individualists-push-pull-attachment,0,167,0.00,6.4
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-5-the-investigators-dismissive-fortress,0,44,0.00,5.9
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-6-the-loyalists-anxiety-spiral,0,22,0.00,6.3
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-7-the-enthusiasts-avoidance-through-adventure,0,13,0.00,7.7
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-8-the-challengers-armored-heart,0,40,0.00,6.7
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-9-the-peacemakers-invisible-attachment,0,34,0.00,7.6
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#what-are-attachment-styles-really,0,171,0.00,7.1
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#compliment-cheat-sheet,0,62,0.00,4.9
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-1-the-perfectionist,0,40,0.00,5.0
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-2-the-helper,0,41,0.00,5.0
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-3-the-achiever,0,59,0.00,4.8
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-4-the-individualist,0,40,0.00,5.0
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-5-the-investigator,0,62,0.00,4.9
https://9takes.com/enneagram-corner/biggest-compliments-to-give-each-enneagram-type#type-6-the-loyalist,0,42,0.00,5.0
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#depression-patterns-comparison-table,0,254,0.00,6.8
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#how-your-type-relates-to-medication,0,27,0.00,6.7
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-1-the-perfectionists-depression,0,74,0.00,7.2
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-2-the-helpers-depression,0,91,0.00,7.4
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-3-the-achievers-invisible-depression,0,165,0.00,6.8
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-4-the-individualists-depression,0,121,0.00,7.1
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-5-the-investigators-depression,0,49,0.00,7.9
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-6-the-loyalists-depression,0,79,0.00,6.3
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-7-the-enthusiasts-hidden-depression,0,215,0.00,7.1
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-8-the-challengers-depression,0,57,0.00,6.9
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#type-9-the-peacemakers-depression,0,241,0.00,6.6
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#when-you-dont-recognize-your-own-depression,0,122,0.00,7.3
https://9takes.com/enneagram-corner/depression-patterns-by-enneagram-type#why-depression-varies-by-enneagram-type,0,283,0.00,6.9
https://9takes.com/enneagram-corner/enneagram-addiction-recovery-guide,0,9,0.00,8.3
https://9takes.com/enneagram-corner/enneagram-and-adhd-which-types-struggle-most#coping-strategies-that-actually-work-by-type,0,425,0.00,4.6
https://9takes.com/enneagram-corner/enneagram-and-adhd-which-types-struggle-most#how-adhd-affects-each-enneagram-type-differently,0,697,0.00,4.3
https://9takes.com/enneagram-corner/enneagram-and-adhd-which-types-struggle-most#when-to-seek-professional-help,0,425,0.00,4.6
https://9takes.com/enneagram-corner/enneagram-and-adhd-which-types-struggle-most#which-enneagram-types-are-most-commonly-diagnosed-with-adhd,0,433,0.00,4.6
https://9takes.com/enneagram-corner/enneagram-and-adhd-which-types-struggle-most#why-your-enneagram-type-affects-how-adhd-shows-up,0,689,0.00,4.3
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#important-context-and-disclaimer,0,152,0.00,4.7
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#mental-health-risk-overview-by-type,0,611,0.00,6.1
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#type-1-perfectionism-and-obsessive-compulsive-tendencies,0,864,0.00,8.0
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#type-2-codependency-and-emotional-manipulation,0,585,0.00,8.7
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#type-3-narcissistic-traits-and-imposter-syndrome,0,711,0.00,8.1
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#type-4-chronic-depression-and-identity-issues,0,788,0.00,8.1
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#type-5-social-isolation-and-schizoid-tendencies,0,514,0.00,7.5
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#type-6-anxiety-disorders-and-paranoid-thinking,0,911,0.00,7.4
https://9takes.com/enneagram-corner/enneagram-and-mental-illness#type-7-manic-behavior-and-addiction-struggles,0,524,0.00,9.2
https://9takes.com/enneagram-corner/enneagram-and-religion#christian-enneagram-resources,0,5,0.00,6.6
https://9takes.com/enneagram-corner/enneagram-and-religion#christianity-and-the-enneagram,0,12,0.00,6.1
https://9takes.com/enneagram-corner/enneagram-and-religion#enneagram-types-and-the-fruits-of-the-spirit,0,5,0.00,6.6
https://9takes.com/enneagram-corner/enneagram-and-religion#sufism-and-the-enneagrams-origins,0,6,0.00,7.0
https://9takes.com/enneagram-corner/enneagram-and-religion#the-enneagram-and-judaism,0,12,0.00,6.1
https://9takes.com/enneagram-corner/enneagram-anxiety-complete-guide,0,201,0.00,11.3
https://9takes.com/enneagram-corner/enneagram-books-websites-podcasts,0,56,0.00,57.6
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-4-the-tortured-artists,0,1,0.00,11.0
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-6-the-loyal-protectors,0,1,0.00,11.0
https://9takes.com/enneagram-corner/enneagram-communication-guide,0,220,0.00,15.0
https://9takes.com/enneagram-corner/enneagram-communication-styles,0,149,0.00,12.5
